,type,text,Predicted_value
346,1,@chgroenhuijsen Zet dan ook meteen het aantal doden per jaar erbij van mass shootings en gun violence. Geeft beter perspectief.,0
354,1,"Proud to be on stage today for our Rally to End Gun Violence.

Enough is enough! It’s time to end the #NRA’s strang… ",0
363,1,THIS MUST CHANGE!!!,0
369,1,#GodGotIt : Survivor Sunday will take place Oct. 14 as a call to pray for those who've lost a loved one as a result… ,0
399,1,@That_MattKid @bradmeltzer There have been 2 attempts on Rand Paul’s life in the passed year. His wife is so scared… ,0
5,1,Berger-Girvalo Recognized by Connecticut Against Gun Violence  ,0
14,1,Killa Pandaz looking for a Dominant active big and a shooter sg/sf/pf(XBOX) RECRUITING: Please DM to be part of a s… ,0
37,1,"Add ending gun violence, pathway to citizenship and honesty.  God save America.",0
101,1,"@JohnTory, @JustinTrudeau and @HonAhmedHussen have turned their back on Toronto residents and the escalating gun vi… ",0
102,1,"@_NotFakeNews_ If you run a business and you know this man, I suggest you check your company Active Shooter Policy is up to date.",0
115,1,@KristinaJAlley By the people as long as its what you think Jesus tells you unless it disagrees with your beliefs.… ,0
120,1,Clint Eastwood is a racist war veteran despite being massively against violence and racism... But he's a republican… ,0
137,1,Educating about gun safety will decrease the epidemic of gun violence in our nation. it is also fun. #BeSmart… ,0
154,1,Gracias Primera Iglesia Cristiana for inviting us over today to share with you and give an active shooter presentat… ,0
162,1,"@davidhogg111 Gun violence research by government agencies was stopped because they published demonstrably false, p… ",0
172,1,PMSing and listening to a public radio story about active shooter teacher trainings,0
194,1,@NCISbandgeek @CallingUOut7 Nothing can stop mass attacks. If it’s not a gun itll be a knife or something else. Vio… ,0
198,1,Mayor Walsh is right that we have to do the extremely hard work to change the economic and social conditions in Syr… ,0
201,1,How about sentences for these felons that doesn't allow them back on the street. How about immediate hanging for as… ,0
233,1,Educating about gun safety is really fun and will help decrease the epidemic of gun violence in our country. @MomsDemand   #gunsense,0
269,1,Is gun violence contagious? According to researchers from the University of Pennsylvania and the University of Oxfo… ,0
305,1,"@PC_Angry I know there’s the ‘don’t follow the USA’ thing,but we already have gun crime,violence is rising,crime is… ",0
335,1,Thank you @BrianEgolf for supporting legislation like universal background checks and helping to prevent gun violen… ,0
350,1,"An eastside Detroit church will hold a vigil to remember innocent victims of gun violence on Monday, where individu… ",0
371,1,Statement from Walsh on recent gun violence acknowledges the complexity of the problem and that it isn’t something… ,0
397,1,This thread lol,0
398,1,So proud of my amazing @UIndyPubHealth students who just gave a GREAT presentation on gun violence prevention advoc… ,0
8,1,@nickgillespie @DLoesch @jamieleecurtis @reason They will react with fear like every other constituency does to for… ,0
12,1,A thread.,0
49,1,"Viacoin is now a boomer coin
REPTAR DISAVOWS",0
56,1,2 The @CDCgov is the US's governmental health protection policy. Its data is widely used by researchers and policy… ,0
111,1,"@davidhogg111 By the way, gun violence has been banned through the tribal court",0
114,1,@RNR_0 no disrespect intended but can i not bring up innocent until proven guilty? when he passed he was still an i… ,0
153,1,"St. Louis is freaking dangerous
As F%$*ck",0
168,1,Emma Gonzalez Brought to Tears Honoring Victims of Gun Violence ,0
170,1,These award-winning gun violence prevention campaigns show how to creatively take on America's gun violence crisis ,0
171,1,"Yes, I'm so happy u understood his message.",0
234,1,"They both say the same words, but they mean different things:
Haddad: ""This is not an emergency. This is politics a… ",0
311,1,@davidhogg111 These are the Mothers of the Movement- mothers who lost their kids to unnecessary gun violence...I'm… ,0
314,1,Thread.,0
319,1,Richard Martinez is fighting so Not One More parent loses their child to gun violence like he lost his son Chris at… ,0
323,1,"@CeylonBlue94 @iwillhavemyday @bastias54 @SenWarren Geoff Diehl putting MA 1st?

He voted AGAINST 
police training… ",0
349,1,"@BreitbartNews Why are they not protesting the women KILLED in Chicago’s gun violence, or that half of abortions ki… ",0
358,1,@nickgillespie @DLoesch @jamieleecurtis @reason It is not possible to support gun ownership if you support restrict… ,0
374,1,"DEMOCRATS IN THE CIVIL WERE THE ONE'S DRAWING FIRST BLOOD.

DEMOCRATS STILL USE VIOLENCE AND RACE TO OPPRESS.

THEY… ",0
377,1,"@SherylCrow Hey Sheryl! Not sure if you remember me. I'm a screenwriter now, and I think you would be terrific as t… ",0
382,1,It's horrible how the left is treating #KanyeWest right now. It is as clear as day that they feel threatened by som… ,0
420,1,"Liberal churches want gun control, and open borders immigration, the social justice heresy! 
----------------
Chris… ",0
33,1,@BrightSideRLSH @TheWhiteSkull1 @Vintage59968111 @TinmanReturns Weapons are needed at times but I dont beleive in g… ,0
60,1,"@Arthur59611540 @kilmeade @SteveScalise Take that up with the people in Chicago, Baltimore, LA and San Francisco so… ",0
63,1,"Meanwhile, no march for the gun violence. I pity black democrats. Truly.",0
74,1,She should. Seems like every other “demo-idiot” out there is calling for violence.,0
142,1,"In a recent study by #JHSPH's @DanielWWebster1 and @michiganstateu's @AprilZeoli, researchers found states that add… ",0
150,1,@CSGV @marigoldproject @NRateliff there is no such thing as gun violence,0
156,1,"@MikeBloomberg @JimDonchess NH has a lower homicide rate than the UK, Canada, and France.  What gun violence?",0
165,1,.@brendonurie This is your parents' Assemblywoman - ,0
200,1,@joe_warmington First time I’ve ever felt nervous just driving or walking around #Toronto. I don’t know why this gu… ,0
206,1,@kharyp @AllResistNews This is reported right? Your country has a serious gun violence culture. I think I want a wall,0
210,1,"@BlueMilkDrinker @NRA I’m a 2A supporter, not a supporter of gun violence, I would prefer much more stringent, even… ",0
216,1,Jesus help us.   Active shooter threat!   Pandemonium and my son just called crying!,0
224,1,"#Millenials 
What do you care about?
Most of these races are almost neck and neck.
What will get you out to vote in… ",0
230,1,@ScrewedHumans @rebeccasallen2 dont worry.  if repubs are ever moved to fight violence with violence we bring guns… ,0
233,1,Officer mistakenly pulls gun on students during active shooter drill  ,0
306,1,"@heqj590902 @NRA As @RealDonaldTrump and the @GOP bow to the #NRA, it is up to us to back the students who dared to… ",0
311,1,"Tmrw. at 4PM in Faneuil Hall, @AMarch4OurLives Co-Founder @davidhogg111, @MassGeneralNews physician-activist… ",0
337,1,"1.Gun violence is out of control.  People have been murdered at wholesale levels in church, attending concerts, in… ",0
344,1,Throw Corey Bookers A$$ in jail.  Right after Hillary.,0
357,1,Comment on REAL SCOOP: Gun violence continues with two Fraser Valley murders – UPDATED by Kid had swagger ,0
368,1,@LincolnsBible @NewYorkStateAG @GOP The real liberals are pro-people. People who want healthcare for All &amp; an end t… ,0
16,1,"Michael Bloomberg just registered as a Democrat, he wants gun confiscation he wants vote for Democrats, he's spendi… ",0
37,1,@RogersforHD57,0
52,1,"@realDonaldTrump Vote Blue unless you want
🍄 More corruption
🍄 More gun violence
🍄 More moral and ethical bankruptc… ",0
74,1,Now do Chicago.,0
81,1,"All photo opps, if u seriously think Hillary gives a shred of a shit about us and our community u living in delusion",0
96,1,"@kyrahjayne I’m so sorry. Names matter, especially when writing/speaking the names of people who were murdered. My… ",0
121,1,I’m so happy I’m trained in active shooter response because I feel like it’s such a big deal cause many people don’… ,0
206,1,@StopBigMoney to end @NRA lobbying and dark money.,0
207,1,More stupidity from #snowflakes,0
208,1,#ShitWeNeedToPayAttentionToo,0
244,1,"@Griffindrake00 @BabyFaceMckie @lipgIosse @computerIuvs All rappers rap about gun violence, if you don't know you s… ",0
269,1,17 day traders executed in Wisconsin with .223 Bushmaster XM15-E2S rifle. The NRA stops the CDC from researching gun violence.,0
287,1,you ever try to have a joking argument with europeans where they don't jump right to making fun of school shootings… ,0
293,1,No....noooo. 💔🙏,0
310,1,soOoo i’m home alone and there’s an active shooter/s situation around the corner from my house umMMMMm,0
325,1,"Black unemployment was high asf lmaoo tf u talkin bout, wit all the mass incarceration in play, there was barely en… ",0
353,1,"Packed house for @mfolgw’s panel discussion — “Gun Violence in Black America: #StopKillingUs”

Not able to make it?… ",0
360,1,Both Indiana and Maine and NH have lax gun purchase laws.  It's easy to see why there is gun violence in both Massa… ,0
372,1,"Now let's look at taking children from parents, gun violence, racism, attempts at taking health insurance away, and… ",0
375,1,"“When I think about activism, it starts at home... it can be a small thing” — Omarina Cabrera answering a question… ",0
378,1,"@Stratman49 @rebeccasears @Emma4Change Steve, Emma, I'm sorry for your losses. I grew up surrounded by gun violence… ",0
4,1,“It doesn’t matter what party you’re in. 97% of Americans agree we need the CDC to research gun violence and 97% of… ,0
10,1,I heard there’s an active shooter at Altitude... 😳,0
33,1,You sound like you don't know anybody in Congress.,0
57,1,@SteveScalise You got shot nearly died and you still voted any kind of gun control down you don't give a damn about violence!,0
64,1,@LionBackerMan @behindyourback Jesus would curse the withered balls right off your gross-ass body for your promotio… ,0
95,1,"@DanRather @Aquaduct13 Notice that with things like gun violence or anything they want to ignore, they always say i… ",0
102,1,@DaveVescio Trump &amp; his anti-socialite cronies have a budget for everything violent that contributes to the problem… ,0
106,1,And he’s still praised smh lol,0
139,1,I hope @kanyewest can recognize and endorse @KashJackson2018 so more people can #vote for him this #Elections2018 .… ,0
140,1,"Give them a gun and a license to kill, rape, maim, torture, whatever.  No wonder trump loves them.",0
208,1,"""Save Our School. Save our Children"" This isn't a protest about gun violence or bullying, etc. They just don't want… ",0
217,1,Trump and his supporters are the dark side of America.,0
226,1,ICYMI: Our poll from June found the #1 issue to LGBTQ Americans ahead of the #midterms is gun violence prevention.… ,0
239,1,"So: 
*Why is this guy still allowed to own a gun?
* Having made this threat will he be charged with inciting violen… ",0
254,1,I am spending my Saturday night completing active shooter training for work. Thanks nra. Hospice folks are at risk… ,0
263,1,"BREAKING: Deputies say there is no active shooter situation in Baldwinsville, despite what was reported by 911 disp… ",0
270,1,Mister Rogers pioneered speaking to kids about gun violence. We need his words now more than ever… ,0
299,1,"You best believe imma read this book. This movie ain’t bad. #22July #Norway got hit hard with an awful active shooter. Wow, this is tragic.",0
346,1,"Oh, great! Somebody fighting for white folks!",0
371,1,To @CrimeJusticeHLN Poacher Busted with Felonies !!! Heres some under reported #news about gun violence against ani… ,0
372,1,A thread:,0
25,1,"Gun violence prevention cannot succeed as a string of knee-jerk reactions to specific shootings, each overshadowing… ",0
26,1,"""Not One More"" Nathaniel Rateliff and the Nightsweats rally and concert in support of gun violence prevention ",0
28,1,This is so so great....looking forward to  in DC next weekend.,0
62,1,@_NotFakeNews_ @anghallack He’s threatening to harm people with a gun. He’s inciting this violence. This is domesti… ,0
64,1,@AnitaBu54463775 @XgopT @BillLeeTN I have no problem with conceal carry indivuals who are educated &amp; do safety trai… ,0
